"Food","Origin Country","Glucose","Carbohidrate","Vitamins Contained","Price Estimate"
"Bonito Flakes - Toku Katsuo","Indonesia","33","318","Medium","2780"
"Arizona - Green Tea","Russia","10","181","Medium","3792"
"Buffalo - Striploin","Iran","54","301","High","2624"
"Veal - Bones","Philippines","2","158","High","3613"
"Flour - Whole Wheat","Indonesia","66","281","Low","3274"
"Cookie Dough - Oatmeal Rasin","Madagascar","0","142","High","3930"
"Lamb - Racks, Frenched","Iran","46","257","High","3091"
"Rosemary - Dry","Brazil","53","400","Medium","3009"
"Sprite, Diet - 355ml","France","11","176","Medium","3074"
"Fish - Soup Base, Bouillon","Portugal","43","362","Medium","3148"
"Cakes Assorted","Denmark","47","385","High","2820"
"Salmon - Fillets","Russia","88","279","Low","3314"
"Wine - Harrow Estates, Vidal","Indonesia","37","334","Medium","3038"
"Asparagus - Green, Fresh","China","69","356","Low","3288"
"Noodles - Steamed Chow Mein","Sweden","22","146","High","3464"
"Danishes - Mini Raspberry","Poland","32","314","Medium","2752"
"The Pop Shoppe Pinapple","Spain","16","136","High","3225"
"Miso - Soy Bean Paste","Indonesia","72","233","Low","3868"
"Lamb - Loin Chops","Czech Republic","52","343","Medium","3037"
"Table Cloth 81x81 White","Niger","77","240","Low","3770"
"Beef - Outside, Round","China","65","272","Low","3235"
"Sprouts - Corn","United States","52","316","Medium","2525"
"Cranberry Foccacia","United States","61","234","Low","3315"
"Veal - Leg","China","42","372","Medium","2662"
"Compound - Rum","Tajikistan","36","303","Medium","3074"
"Veal - Shank, Pieces","Dominican Republic","34","334","Low","3329"
"Amaretto","Philippines","28","344","Medium","2831"
"Pepper - White, Ground","Greece","76","211","Medium","3347"
"Soup - Campbells Bean Medley","Thailand","58","302","Medium","2838"
"Wine - Chardonnay Mondavi","Indonesia","71","239","High","3160"
"Spice - Onion Powder Granulated","Brazil","36","346","Medium","3135"
"Skirt - 29 Foot","Japan","85","239","Low","3385"
"Sugar - Icing","Pakistan","54","363","Medium","2504"
"Cheese - Cheddar, Medium","China","19","112","High","3124"
"Pineapple - Canned, Rings","Brazil","18","148","High","3391"
"Wiberg Super Cure","Italy","26","124","Low","3843"
"Buttons","Greece","40","305","Medium","2598"
"Veal - Striploin","Botswana","44","398","Medium","2707"
"Sweet Pea Sprouts","China","39","364","Medium","3106"
"Mountain Dew","China","35","379","Medium","3143"
"Cheese - Romano, Grated","France","102","295","Medium","3254"
"Breakfast Quesadillas","Ivory Coast","33","365","Medium","2823"
"Oranges - Navel, 72","Ukraine","35","342","Medium","2533"
"Gatorade - Cool Blue Raspberry","Philippines","25","126","High","3505"
"Fruit Mix - Light","Philippines","33","364","Medium","2562"
"Nantucket Cranberry Juice","Brazil","66","230","Low","3058"
"Sauce Bbq Smokey","Costa Rica","2","145","Medium","3507"
"Tea - Grapefruit Green Tea","Portugal","47","133","Medium","3735"
"Appetizer - Southwestern","Brazil","8","133","High","3579"
"Chickensplit Half","China","34","301","Medium","2507"
"Wine - Chenin Blanc K.w.v.","Peru","56","393","Medium","2936"
"Remy Red Berry Infusion","Guinea","60","290","Low","3254"
"Shichimi Togarashi Peppeers","France","33","352","Low","2634"
"Melon - Watermelon, Seedless","Indonesia","87","250","Low","3121"
"Sauce - Cranberry","Germany","60","213","Low","3478"
"Sobe - Green Tea","Philippines","6","188","High","3621"
"Pepper - Green","Serbia","24","106","High","3965"
"Nori Sea Weed","Poland","37","441","Medium","2761"
"Food Colouring - Orange","Brazil","28","115","High","3571"
"Beef - Bones, Marrow","China","6","178","High","3166"
"Pasta - Lasagna Noodle, Frozen","Sweden","28","172","High","3910"
"Nut - Pine Nuts, Whole","Canada","41","311","Medium","3426"
"Langers - Mango Nectar","Russia","61","210","Low","3591"
"Chocolate Bar - Coffee Crisp","China","72","239","Medium","3005"
"Seedlings - Buckwheat, Organic","Mozambique","10","193","Medium","3761"
"Beer - Alexander Kieths, Pale Ale","Peru","61","239","High","3487"
"Beer - Pilsner Urquell","Afghanistan","65","205","Low","3154"
"Soup - Campbells Mushroom","China","64","208","Low","3105"
"Veal - Brisket, Provimi, Bone - In","Mali","20","43","High","3498"
"Versatainer Nc - 888","Philippines","17","349","Medium","2181"
"Cheese - Bakers Cream Cheese","China","80","260","Low","3319"
"Wine - Chardonnay South","Russia","9","145","High","3453"
"Mini - Vol Au Vents","China","38","312","Medium","3081"
"Aspic - Amber","Japan","29","109","High","3886"
"Fork - Plastic","South Africa","67","211","Low","3262"
"Rosemary - Dry","China","1","112","High","3080"
"Cheese - Blue","Peru","2","155","High","3194"
"Juice - Pineapple, 341 Ml","Philippines","3","128","High","3549"
"Juice - Mango","Portugal","20","135","High","3449"
"Nantucket Apple Juice","Philippines","30","372","Medium","2861"
"Shichimi Togarashi Peppeers","Japan","32","378","Medium","3214"
"Containter - 3oz Microwave Rect.","Ireland","65","261","Low","3037"
"Juice - Prune","Palestinian Territory","57","344","Medium","2981"
"French Pastries","China","38","245","Medium","2940"
"Triple Sec - Mcguinness","Philippines","73","261","High","3107"
"Dawn Professionl Pot And Pan","Brazil","12","145","High","3014"
"Wine - Toasted Head","Portugal","18","111","High","3823"
"Beef - Tenderloin - Aa","Bangladesh","27","300","Medium","3017"
"Mints - Striped Red","Cameroon","75","335","Low","3277"
"Longos - Chicken Wings","Argentina","63","230","Low","3112"
"Vanilla Beans","China","74","181","Low","3018"
"Turkey Leg With Drum And Thigh","Azerbaijan","44","343","Medium","2814"
"Scallops - 20/30","Philippines","36","343","Medium","2778"
"Chocolate - Compound Coating","Indonesia","85","280","Medium","3079"
"Cheese - Havarti, Salsa","Portugal","80","292","Medium","3549"
"Orange Roughy 4/6 Oz","Indonesia","18","152","Medium","3705"
"Leeks - Large","Indonesia","53","381","High","2934"
"Oil - Grapeseed Oil","Portugal","26","147","High","3610"
"Wine - Pinot Noir Latour","China","22","170","High","3547"
"Shrimp - 31/40","Sweden","39","347","High","3032"
"Wine - Red Oakridge Merlot","Ukraine","31","373","Medium","3196"
"Wine - Wyndham Estate Bin 777","France","24","100","High","3291"
"Cup - 6oz, Foam","France","10","164","High","3744"
"Lychee","China","60","238","Medium","3245"
"Tequila - Sauza Silver","Peru","6","182","High","3611"
"Radish - Black, Winter, Organic","China","56","303","Medium","3063"
"Easy Off Oven Cleaner","Armenia","69","245","Low","3273"
"Bread - Flat Bread","Mongolia","34","340","Medium","2920"
"Wine - Chardonnay South","Brazil","47","347","Medium","2599"
"Rabbit - Frozen","United States","38","317","Medium","3094"
"Mushrooms - Honey","Indonesia","1","191","High","3675"
"Kiwi","Brazil","32","330","Medium","2677"
"Yeast Dry - Fleischman","Philippines","52","322","Medium","3368"
"Red Cod Fillets - 225g","Brazil","57","381","High","2628"
"Table Cloth 144x90 White","Serbia","79","257","Low","3054"
"Wine - Chenin Blanc K.w.v.","United States","29","21","High","3550"
"Soup - Campbells, Minestrone","France","63","200","Low","3467"
"Lamb - Racks, Frenched","Sweden","70","233","Low","3257"
"Soho Lychee Liqueur","Czech Republic","85","215","Low","3337"
"Steel Wool S.o.s","France","18","171","High","3882"
"Pate - Cognac","Kuwait","4","109","High","3710"
"Rice - Aborio","Peru","60","255","Low","3267"
"Island Oasis - Banana Daiquiri","Myanmar","1","176","High","3651"
"Seabream Whole Farmed","Paraguay","77","277","Low","3306"
"Croissants Thaw And Serve","United States","39","325","High","3294"
"Soup - Knorr, Chicken Gumbo","Czech Republic","0","130","High","3128"
"Snapple Lemon Tea","Finland","3","148","High","3680"
"Wine - Mas Chicet Rose, Vintage","Peru","-8","176","Medium","3521"
"Beans - Yellow","Indonesia","30","355","Medium","3392"
"Tea - Lemon Scented","Indonesia","60","470","Medium","3175"
"Soup V8 Roasted Red Pepper","Sweden","45","387","Medium","3053"
"Apple - Custard","Brazil","66","353","Medium","2637"
"Bagel - Everything","Luxembourg","19","159","High","3398"
"Sprite - 355 Ml","Japan","14","123","Medium","3465"
"Nut - Pumpkin Seeds","Greece","2","198","High","3077"
"Salmon Atl.whole 8 - 10 Lb","Russia","48","387","Medium","2899"
"Spaghetti Squash","Nigeria","44","300","Medium","2875"
"Pop - Club Soda Can","Benin","0","107","High","3887"
"Sugar - Invert","Thailand","51","373","Medium","3134"
"Ranchero - Primerba, Paste","Mongolia","32","313","Medium","3222"
"Nut - Pecan, Pieces","Ukraine","63","294","Low","3016"
"Bouq All Italian - Primerba","Indonesia","15","122","High","3019"
"Compound - Orange","Indonesia","66","239","Medium","3440"
"Yeast - Fresh, Fleischman","Azerbaijan","30","304","Medium","3000"
"Table Cloth 54x72 White","Philippines","4","106","High","3778"
"Pears - Anjou","China","10","149","Medium","3150"
"Carrots - Jumbo","China","60","366","Medium","3288"
"Chicken - Leg / Back Attach","Chile","28","364","Medium","2682"
"Wine - Magnotta, Merlot Sr Vqa","Poland","24","149","High","3809"
"Assorted Desserts","China","81","232","Low","3402"
"Pastry - Chocolate Marble Tea","Poland","36","385","Medium","3486"
"Compound - Raspberry","Bosnia and Herzegovina","46","378","Medium","3339"
"Lettuce - Treviso","China","5","169","High","3970"
"Olives - Green, Pitted","Sudan","77","222","Low","3384"
"Wine - Chateauneuf Du Pape","Sweden","90","292","Low","3092"
"Mangoes","Russia","57","270","Low","3468"
"Star Anise, Whole","Panama","0","144","High","3737"
"Ecolab - Solid Fusion","Poland","79","271","Low","3629"
"Soup - Campbells, Cream Of","Philippines","74","265","Low","3358"
"Cheese - St. Andre","Indonesia","65","261","Low","3410"
"Bag - Regular Kraft 20 Lb","Colombia","83","207","Low","3236"
"Tomatoes - Vine Ripe, Yellow","United States","30","131","High","3953"
"Beer - Sleemans Cream Ale","Ethiopia","80","242","Low","3225"
"Soup - Campbells, Cream Of","Japan","10","151","High","3932"
"Lemonade - Island Tea, 591 Ml","Indonesia","57","324","Medium","2657"
"Towel Dispenser","Palestinian Territory","77","270","Low","3201"
"Sorrel - Fresh","Indonesia","8","148","Medium","3083"
"Cheese - Bakers Cream Cheese","Philippines","70","282","Low","3133"
"Fennel","China","14","128","High","3237"
"Sausage - Meat","Sweden","46","335","Medium","3235"
"Coffee - Almond Amaretto","Canada","32","341","High","3421"
"Yams","Indonesia","45","369","Medium","2981"
"Cherries - Bing, Canned","Vietnam","77","289","Medium","3061"
"Chicken - Whole","Mexico","10","189","High","3930"
"Muffin Carrot - Individual","Argentina","32","396","Medium","3067"
"Wine - Jaboulet Cotes Du Rhone","French Guiana","14","157","High","3169"
"Crush - Grape, 355 Ml","China","43","336","Medium","3089"
"Numi - Assorted Teas","Brazil","9","116","High","3506"
"Longos - Chicken Caeser Salad","Netherlands","80","222","Low","3278"
"Vinegar - Raspberry","Brazil","87","213","Low","3429"
"Chocolate - Compound Coating","Morocco","67","283","Medium","3131"
"Nut - Almond, Blanched, Ground","China","2","162","High","3328"
"Veal - Eye Of Round","Bolivia","86","293","Low","3037"
"Pimento - Canned","Sweden","10","199","Medium","3894"
"Chocolate - Pistoles, White","Philippines","7","169","High","3701"
"Apple - Fuji","China","87","294","Low","3315"
"Pasta - Orzo, Dry","Tunisia","54","270","High","3129"
"Juice - Apple Cider","Serbia","12","104","High","3125"
"Tuna - Yellowfin","Brazil","84","260","Low","3352"
"Bread - Bistro Sour","China","64","218","Low","3370"
"Truffle Cups Green","Peru","51","329","Medium","3435"
"Orange - Tangerine","China","80","296","Low","3386"
"Initation Crab Meat","Sweden","41","382","Medium","3554"
"Nacho Chips","Brazil","45","309","Medium","2629"
"Icecream - Dibs","China","65","228","Low","3119"
"Pepper - Paprika, Hungarian","China","63","203","Low","3272"
"Wine - Alsace Gewurztraminer","China","2","195","Medium","3100"
"Bread Sour Rolls","Russia","33","321","Medium","3246"
"Cocoa Feuilletine","Russia","64","310","Low","3229"
"Ham - Cooked Bayonne Tinned","Cambodia","67","243","Medium","3214"
"Mushroom - Portebello","Cuba","80","222","Medium","3067"
"Coffee - French Vanilla Frothy","Argentina","15","121","High","3176"
"Gelatine Leaves - Envelopes","China","63","260","Low","3045"
"Celery","Philippines","19","109","Medium","3288"
"Pork Loin Bine - In Frenched","United States","29","137","High","3031"
"Pineapple - Golden","Poland","18","132","High","3240"
"Salmon - Atlantic, Fresh, Whole","Indonesia","39","338","Medium","3482"
"Gin - Gilbeys London, Dry","Israel","60","327","Low","2706"
"Chef Hat 25cm","Russia","71","247","High","3033"
"Cheese - Shred Cheddar / Mozza","Brazil","29","162","High","3960"
"Beans - Butter Lrg Lima","Spain","55","351","Medium","2739"
"Wine - Placido Pinot Grigo","Turkmenistan","0","190","High","3451"
"Yeast - Fresh, Fleischman","Sweden","82","274","Low","3135"
"Artichokes - Knobless, White","Sierra Leone","75","221","Low","3415"
"Extract - Lemon","Madagascar","75","214","Low","3202"
"Beer - Fruli","Kyrgyzstan","57","382","High","2542"
"Pepper - Cayenne","Greece","74","286","Medium","3442"
"Lettuce - Mini Greens, Whole","Indonesia","37","380","Medium","2697"
"Spice - Onion Powder Granulated","Ecuador","59","386","Medium","3243"
"Butcher Twine 4r","Ecuador","84","293","Medium","3346"
"Sobe - Green Tea","Russia","54","398","Medium","2525"
"Pastry - Apple Muffins - Mini","Brazil","36","238","Medium","2916"
"Wine - Carmenere Casillero Del","Slovenia","8","184","High","3749"
"Coconut - Creamed, Pure","Ukraine","21","393","High","3098"
"Bread - Pumpernickle, Rounds","Thailand","54","334","Medium","3061"
"Gherkin - Sour","Russia","84","251","Medium","3145"
"Muffin Batt - Choc Chk","Sweden","82","235","Low","2629"
"Food Colouring - Red","Peru","3","152","High","3480"
"Sea Bass - Fillets","Tajikistan","76","256","Medium","3490"
"Lobster - Cooked","Argentina","80","251","Low","3420"
"Stock - Veal, White","Tajikistan","71","263","Low","3298"
"Extract - Almond","Philippines","90","270","Low","3466"
"Sobe - Orange Carrot","Indonesia","16","173","High","3664"
"Bread - White, Unsliced","China","68","297","Low","3129"
"Bag - Regular Kraft 20 Lb","Mexico","8","109","High","3184"
"Garbage Bags - Black","Netherlands","32","379","High","2849"
"Squid - U - 10 Thailand","Netherlands","79","237","Low","3417"
"Wine - Beaujolais Villages","North Korea","29","182","High","3013"
"Creme De Cacao Mcguines","Thailand","55","359","Medium","3257"
"Muffin Mix - Chocolate Chip","Thailand","45","329","Medium","2940"
"Sauce - Bernaise, Mix","China","86","240","Low","3251"
"Muffin Mix - Carrot","Zambia","19","126","High","3915"
"Broom - Corn","Uzbekistan","59","307","Medium","3145"
"Pepper - Red Thai","Brazil","37","324","Medium","2582"
"Containter - 3oz Microwave Rect.","China","70","247","Low","3317"
"Macaroons - Two Bite Choc","Indonesia","10","145","High","3244"
"Crab - Meat Combo","Czech Republic","37","152","Medium","3001"
"Bread Fig And Almond","United States","80","242","Low","3163"
"Cheese - Woolwich Goat, Log","Democratic Republic of the Congo","24","99","High","3891"
"Bacardi Mojito","United States","8","211","High","3888"
"Sole - Iqf","Afghanistan","7","159","Medium","3210"
"Ice Cream Bar - Drumstick","Russia","21","130","High","3085"
"Pepperoni Slices","Indonesia","90","268","Low","3317"
"Beans - Long, Chinese","Kazakhstan","46","306","Medium","2778"
"Iced Tea Concentrate","Canada","79","245","Low","3388"
"Sauce - Apple, Unsweetened","Bulgaria","25","180","High","3709"
"Soup Campbells - Tomato Bisque","China","57","345","Low","3373"
"Cup Translucent 9 Oz","Indonesia","33","386","Medium","3314"
"Pepper - Yellow Bell","Vietnam","40","336","Medium","3477"
"Noodles - Cellophane, Thin","China","45","243","Medium","2782"
"Tuna - Loin","China","23","104","Medium","3743"
"Cleaner - Pine Sol","Japan","22","152","Medium","3452"
"Sauce - Caesar Dressing","Syria","28","105","High","3822"
"Currants","Sweden","80","268","Low","3286"
"Pomegranates","Bulgaria","46","393","Medium","3013"
"Cup - 3.5oz, Foam","China","23","124","High","3434"
"Oil - Truffle, White","Portugal","91","283","Low","3028"
"Muffin Orange Individual","Brazil","56","398","Medium","3021"
"Red Currants","Russia","18","187","Medium","3404"
"Carbonated Water - Cherry","China","22","103","High","3918"
"Tumeric","Argentina","48","356","Medium","2895"
"Island Oasis - Banana Daiquiri","Philippines","40","338","High","3157"
"Cheese - Woolwich Goat, Log","Philippines","28","188","Medium","3320"
"Fruit Salad Deluxe","Indonesia","51","382","Medium","2842"
"V8 Splash Strawberry Kiwi","China","29","132","High","3856"
"Crush - Orange, 355ml","Portugal","-8","188","High","3520"
"Versatainer Nc - 9388","France","30","317","Medium","2782"
"Soup Knorr Chili With Beans","Poland","68","375","High","2558"
